158	253	40	20	91.51	7	18
148	303	62	19	79.26	8	51
184	295	31	21	91.74	8	7
68	288	31	23	88.87	5	33
184	293	27	20	96.89	6	26
187	220	27	18	87.61	10	61
143	309	54	25	63.03	48	40
99	253	38	19	6.89	73	16
118	247	34	12	138.47	51	22
68	208	28	22	82.65	11	56
147	245	36	13	120.18	32	19
109	289	28	9	120.17	16	25
119	354	59	19	36.95	14	38
118	201	47	28	69.14	33	32
139	305	67	16	68.40	9	72
119	197	49	30	76.03	15	37
112	231	43	27	136.01	28	51
183	294	25	19	90.86	11	52
98	252	40	15	8.17	174	51
95	334	31	12	83.15	41	32
184	293	29	21	94.82	15	10
94	252	27	21	5.72	53	29
68	289	31	26	88.87	249	50
129	305	45	37	48.70	52	24
128	198	49	38	67.46	9	37
184	295	25	18	88.02	9	53
135	205	42	33	98.98	15	44
93	250	27	21	6.04	21	23
185	216	22	19	94.35	3	48
183	294	28	21	95.98	81	21
162	30	28	24	94.70	16	282
70	131	28	21	101.89	2	53
70	130	28	21	93.31	2	65
70	129	29	21	99.78	2	57
70	131	26	19	102.58	2	36
70	129	29	22	99.10	2	29
69	129	28	22	94.87	194	59
148	291	62	46	131.14	5	36
71	212	27	20	96.71	14	63
183	294	25	18	90.73	10	55
184	291	24	18	104.46	30	64
184	295	26	19	81.90	20	54
140	199	78	56	55.41	20	65
71	212	27	20	95.20	14	61
70	212	27	20	92.73	28	65
183	293	25	19	96.93	10	58
183	294	27	20	98.34	129	56
63	209	30	22	84.88	36	60
69	210	27	22	91.17	63	57
71	132	27	20	108.30	2	68
69	211	28	21	96.72	5	66
68	291	31	25	95.39	5	74
70	365	27	22	69.81	3	51
128	142	24	19	121.99	2	40
128	217	28	21	97.75	3	47
125	274	17	14	164.49	4	19
125	369	29	23	96.10	15	44
185	135	24	18	85.85	5	52
185	215	25	18	96.40	3	63
184	293	24	19	105.20	61	58
183	370	25	20	112.85	4	47
129	282	23	18	56.08	31	35
93	241	26	19	14.05	93	46
92	242	26	20	6.74	38	45
129	287	38	31	75.26	39	46
130	286	37	29	84.47	30	56
69	209	28	21	84.28	140	70
67	291	32	26	97.29	9	73
96	254	36	26	48.16	46	54
197	203	92	70	110.80	16	166
196	201	90	71	107.57	11	128
198	202	91	68	109.94	16	157
190	113	52	37	145.69	56	26
200	257	52	40	8.22	22	42
258	212	39	26	166.04	40	67
216	166	12	8	21.33	103	23
210	181	98	87	93.79	282	160
309	169	15	10	48.40	353	4
209	178	102	87	92.27	33	138
209	180	99	86	91.81	29	147
208	180	100	88	88.78	52	141
201	258	50	36	2.28	65	88
