139	139	85	70	8.09	9	154
138	139	83	70	8.30	4	183
137	139	84	71	5.58	11	156
137	139	84	71	3.49	15	150
137	139	85	70	4.30	6	164
136	138	86	71	3.14	12	165
139	140	83	69	9.38	13	152
138	139	83	70	9.59	4	184
137	139	83	70	9.28	3	170
138	139	82	70	9.32	3	166
136	138	84	71	5.45	6	160
137	139	86	70	4.50	3	165
137	139	83	70	8.93	3	174
139	139	85	70	8.25	3	156
137	139	85	70	7.43	6	179
137	139	85	70	7.61	3	178
136	138	86	71	2.19	14	167
138	139	82	70	8.01	8	154
137	139	83	70	8.13	6	172
128	138	96	71	1.41	14	200
134	137	87	72	178.49	9	170
133	138	89	71	1.08	17	164
134	137	87	72	1.52	3	159
133	137	89	72	0.61	6	166
138	139	84	70	9.02	5	178
130	137	93	71	0.07	3	138
135	137	85	72	-0.51	4	166
135	137	85	72	0.95	11	172
129	138	96	71	1.23	5	169
137	139	86	70	7.20	3	165
137	139	83	70	8.98	3	172
134	138	88	71	1.46	8	165
137	139	84	70	4.94	6	161
137	139	83	70	6.95	7	158
137	139	86	70	4.09	6	159
137	139	83	71	7.57	4	159
135	137	85	72	0.87	3	172
134	137	88	72	0.04	3	161
136	137	85	72	0.96	3	150
134	137	87	72	0.57	15	169
133	137	86	72	0.78	9	139
135	137	87	72	178.89	3	152
137	139	84	70	5.28	9	167
137	139	83	70	9.14	13	171
138	139	84	70	7.46	5	186
135	137	85	72	1.14	26	136
133	137	88	72	179.08	18	130
137	139	84	70	7.89	22	143
138	139	82	70	11.03	9	137
135	137	86	72	1.76	30	124
128	138	95	72	1.30	4	126
137	139	84	70	8.05	23	141
137	139	85	70	7.35	10	139
136	138	85	71	2.69	3	137

135	137	85	72	1.04	4	115
131	137	90	72	-1.18	18	91
135	137	86	72	-1.16	9	110
133	137	90	72	0.22	4	91
135	137	85	72	1.78	7	109
133	137	86	72	-1.15	3	84
135	138	87	71	1.16	6	109
132	138	94	71	0.33	2	94
134	137	88	72	1.16	3	92
131	137	90	72	0.00	3	90

129	138	97	71	0.68	3	95
131	137	92	71	178.84	6	89
133	137	91	72	3.14	2	92
129	138	95	72	0.67	4	93
135	137	84	72	1.55	9	112
134	137	87	72	3.08	5	88
166	92	44	30	169.22	28	18
160	94	53	29	152.15	101	14
127	102	30	7	36.59	13	19
168	90	47	30	162.74	13	14
166	88	43	26	158.96	13	10
131	138	92	72	0.04	3	84
164	89	47	27	-21.63	67	13
168	87	47	28	152.99	7	60
168	88	45	27	153.51	3	40
167	88	44	28	155.54	5	89
137	139	85	70	175.30	6	188
166	88	46	25	154.44	3	41
136	138	85	70	178.92	6	157
116	129	76	50	16.71	6	84
110	133	80	54	6.86	42	71
152	213	60	41	5.32	43	78
179	132	26	8	26.76	56	71
184	208	92	51	160.03	20	103
154	199	33	22	15.92	46	39
172	133	23	15	2.51	54	36
149	200	41	21	17.14	15	51
151	199	35	21	8.96	4	62
148	197	33	19	6.05	13	56
151	200	36	21	10.76	21	69
147	199	38	20	7.13	15	61
150	198	35	19	6.30	13	80
192	187	77	30	168.52	3	40
151	201	37	21	15.81	49	55
150	198	36	19	4.18	11	65
150	198	35	19	2.57	18	58
147	197	35	20	1.93	14	21
148	198	34	18	4.91	10	90
147	197	35	19	2.08	45	48
150	200	37	20	13.20	6	81
171	145	21	7	23.26	40	39
149	198	36	18	3.27	23	96
150	197	32	18	5.84	48	64
136	137	84	73	0.97	7	81
109	133	78	54	8.43	77	48
109	125	61	49	168.51	135	67
13	36	17	11	91.82	86	167
134	137	87	72	1.66	10	96
99	46	22	16	159.64	82	222
88	130	84	58	161.29	4	85
110	115	67	51	22.28	63	48
24	160	30	7	66.98	41	456
71	139	51	38	126.05	31	24
202	173	15	10	65.72	27	32
137	139	86	71	173.90	6	35
135	138	84	73	178.42	8	40
136	138	84	72	177.01	3	101
135	137	85	71	179.37	5	150
137	139	86	69	173.84	8	161
137	139	86	71	178.07	7	56
134	137	84	72	177.49	5	117
136	137	86	70	178.14	6	104
135	137	87	72	1.10	14	73
133	137	90	72	0.32	11	93
271	274	159	107	14.61	20	45
274	304	171	139	34.89	126	72
263	282	161	111	8.68	52	76
274	279	163	107	19.30	47	94
263	295	170	121	9.34	4	68
279	293	171	118	23.09	47	59
275	309	176	136	33.44	84	58
266	302	170	127	10.78	163	81
276	309	177	141	40.59	2	75
279	310	182	138	41.07	95	81
286	352	213	157	57.76	41	50
273	283	164	110	18.06	10	85
237	201	180	143	40.01	38	82
232	203	183	131	37.94	47	77
245	218	165	120	10.21	259	71
246	192	172	151	15.92	25	35
237	227	161	117	17.86	89	22
229	181	197	146	46.98	89	63
247	204	171	138	12.47	129	43
234	211	172	126	30.20	128	92
279	158	210	180	144.92	62	32
250	222	171	119	11.39	16	52
247	219	171	114	9.06	53	83
244	206	173	128	7.74	4	31
254	158	215	176	37.69	16	49
298	417	255	181	59.82	212	37
287	343	206	147	49.73	9	48
272	333	179	157	38.95	106	49
281	307	187	136	42.54	2	68
283	311	186	133	33.25	32	38
241	297	189	125	3.88	63	59
271	288	161	111	13.72	217	72
269	334	184	160	33.23	134	59
274	293	164	120	19.65	273	88
91	141	30	21	4.34	6	22
95	137	35	25	168.11	2	27
81	137	24	16	158.04	15	9
94	146	34	23	19.91	6	46
97	147	36	24	21.65	4	30
96	138	35	24	167.75	2	38
96	138	33	24	165.50	2	38
94	137	34	26	169.09	3	28
97	148	36	25	21.72	4	37
96	146	36	24	19.97	2	17
95	135	34	25	170.16	2	35
95	144	33	22	13.78	3	49
299	425	23	17	165.90	63	4
183	384	39	23	91.59	10	40
96	250	26	16	83.92	66	27
185	215	24	19	98.70	80	65
