133	137	89	72	0.09	4	196
131	137	91	72	0.27	3	192
127	138	98	71	2.63	6	182
132	138	90	72	1.19	17	191
135	137	87	72	-1.59	4	184
139	139	84	70	9.30	3	190
129	138	94	71	0.97	10	193
137	139	83	70	8.65	10	194
135	138	85	71	2.26	11	190
133	137	87	72	0.21	9	188
137	139	84	70	6.46	8	199
138	139	84	70	9.57	16	197
135	137	85	72	-0.49	4	193
136	138	83	72	6.38	7	177
137	138	84	71	3.71	3	191
129	138	94	72	0.62	5	201
136	138	85	71	3.71	8	199
137	139	84	71	6.59	3	195
130	138	93	72	0.54	7	195
130	138	94	72	2.09	2	182
